date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:04:54	270182/270182	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2017:34:53%20GMT	https://www.geers.de/beratung/ab-wann-brauche-ich-ein-hoergeraet/erste-termin-beim-hoerakustiker/	C:/Users/dell/Downloads/geers_work/www.geers.de/beratung/ab-wann-brauche-ich-ein-hoergeraet/erste-termin-beim-hoerakustiker/index.html	(from https://www.geers.de/)
23:04:54	19806/19806	---M--	200	added ('OK')	image/jpeg	etag:0x8D837FA2B6FAAF0	https://sonova-retail-media-prd.azureedge.net/media/ml/sonova.geers-de/images/beratung/geers-mitarbeiterin-telefon-fachgeschaeft.jpg	C:/Users/dell/Downloads/geers_work/sonova-retail-media-prd.azureedge.net/media/ml/sonova.geers-de/images/beratung/geers-mitarbeiterin-telefon-fachgeschaeft.jpg	(from https://www.geers.de/)
23:04:55	197345/197345	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2017:34:53%20GMT	https://www.geers.de/leben-mit-hoergeraet/	C:/Users/dell/Downloads/geers_work/www.geers.de/leben-mit-hoergeraet/index.html	(from https://www.geers.de/)
23:04:55	269647/269647	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2017:34:54%20GMT	https://www.geers.de/leben-mit-hoergeraet/gewoehnung-an-hoergeraete/	C:/Users/dell/Downloads/geers_work/www.geers.de/leben-mit-hoergeraet/gewoehnung-an-hoergeraete/index.html	(from https://www.geers.de/)
23:04:56	245425/245425	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2017:34:54%20GMT	https://www.geers.de/leben-mit-hoergeraet/wiederversorgung/	C:/Users/dell/Downloads/geers_work/www.geers.de/leben-mit-hoergeraet/wiederversorgung/index.html	(from https://www.geers.de/)
23:04:56	204159/204159	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2017:34:55%20GMT	https://www.geers.de/kunden-berichten/	C:/Users/dell/Downloads/geers_work/www.geers.de/kunden-berichten/index.html	(from https://www.geers.de/)
23:04:57	209206/209206	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2017:34:57%20GMT	https://www.geers.de/leben-mit-hoergeraet/hoergeraete-fernanpassung/	C:/Users/dell/Downloads/geers_work/www.geers.de/leben-mit-hoergeraet/hoergeraete-fernanpassung/index.html	(from https://www.geers.de/)
23:04:57	22061/22061	---M--	200	added ('OK')	image/jpeg	etag:0x8D924F0050C8B87	https://sonova-retail-media-prd.azureedge.net/media-new/ml/sonova.geers-de/images/broschueren/flyer-thumbnail-hoertipps.jpg	C:/Users/dell/Downloads/geers_work/sonova-retail-media-prd.azureedge.net/media-new/ml/sonova.geers-de/images/broschueren/flyer-thumbnail-hoertipps.jpg	(from https://www.geers.de/)
23:04:57	193467/193467	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2017:34:58%20GMT	https://www.geers.de/geers-fachwelten/	C:/Users/dell/Downloads/geers_work/www.geers.de/geers-fachwelten/index.html	(from https://www.geers.de/)
23:04:58	142/142	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Mar%202022%2017:34:58%20GMT	https://www.geers.de/beratung/geers-fachwelten/world-of-hearing/	C:/Users/dell/Downloads/geers_work/www.geers.de/beratung/geers-fachwelten/world-of-hearing/index.html	(from https://www.geers.de/)
23:04:58	221546/221546	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2017:34:58%20GMT	https://www.geers.de/hoerfreunde/	C:/Users/dell/Downloads/geers_work/www.geers.de/hoerfreunde/index.html	(from https://www.geers.de/)
23:04:58	153/153	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Mar%202022%2017:34:59%20GMT	https://www.geers.de/beratung/geers-fachwelten/gehoertherapie/	C:/Users/dell/Downloads/geers_work/www.geers.de/beratung/geers-fachwelten/gehoertherapie/index.html	(from https://www.geers.de/)
23:04:58	150/150	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Mar%202022%2017:34:59%20GMT	https://www.geers.de/broschueren	C:/Users/dell/Downloads/geers_work/www.geers.de/broschueren.20.delayed	(from https://www.geers.de/)
23:04:59	266855/266855	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Mar%202022%2017:34:59%20GMT	https://www.geers.de/das-richtige-hoergeraet/hoergeraete-fuer-kinder/	C:/Users/dell/Downloads/geers_work/www.geers.de/das-richtige-hoergeraet/hoergeraete-fuer-kinder/index.html	(from https://www.geers.de/)
23:04:59	151/151	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Mar%202022%2017:35:00%20GMT	https://www.geers.de/beratung/geers-fachwelten/phonak-lyric/	C:/Users/dell/Downloads/geers_work/www.geers.de/beratung/geers-fachwelten/phonak-lyric/index.html	(from https://www.geers.de/)
